pokemon_ability_id,short_effect,language,effect
71,"Verhindert, dass der Gegner flieht oder ausgetauscht wird wenn er nicht vom Typ flying ist oder schwebt.","{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Wenn ein Pokémon mit dieser Fähigkeit im Kampf ist, kann der Gegner nicht fliehen oder ausgetauscht werden. flying Pokémon und schwebende, z.B. durch levitate oder magnet rise sind nicht betroffen. Pokémon mit run away können trotzdem fliehen. Pokémon können mit bestimmten Items oder Attacken ausgetauscht werden. Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, ist die Wahrscheinlichkeit einem wilden Pokémon zu begegnen doppelt so hoch wie normal."
71,Prevents opponents from fleeing or switching out.  Eluded by flying-types and Pokémon in the air.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","While this Pokémon is in battle, opposing Pokémon cannot flee or switch out. flying-type Pokémon and Pokémon in the air, e.g. due to levitate or magnet rise, are unaffected. Pokémon with run away can still flee. Pokémon can still switch out with the use of a move or item. Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled."
72,Verhindert sleep.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Ein Pokémon mit dieser Fähigkeit kann nicht einschlafen. rest schlägt fehl. Wenn ein Pokémon schläft und diese Fähigkeit erhält, wacht es sofort auf. Das bezieht das Wiedererlangen dieser Fähigkeit nach dem Kampf mit ein. Diese Fähigkeit ist identisch mit insomnia. Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen Pokémon mit einem höheren Level häufiger auf."
72,Prevents sleep.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","This Pokémon cannot be asleep. This causes rest to fail altogether. If a Pokémon is asleep and acquires this ability, it will immediately wake up; this includes when regaining a lost ability upon leaving battle. This ability functions identically to insomnia in battle. Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased."
73,Verhindert negative stat modifier von anderen Pokémon.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Einem Pokémon mit dieser Fähigkeit können keine negativen Statuswerte Änderungen von anderen Pokémon zugefügt werden. Diese Fähigkeit verhindert keine stat modifiers die nicht direkt verursacht wurden, wie die verminderte speed durch paralysis oder selbstverursachte negative Statuswerteänderungen wie durch overheat. Dem Pokémon können trotzdem negative Statuswerte mit guard swap, heart swap oder power swap übertragen werden. Diese Fähigkeit ist identisch mit clear body im Kampf. Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen wilde Pokémon nur halb so oft auf."
73,Prevents stats from being lowered by other Pokémon.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","This Pokémon cannot have its stats lowered by other Pokémon. This ability does not prevent any stat losses other than stat modifiers, such as the Speed cut from paralysis; nor self-inflicted stat drops, such as the Special Attack drop from overheat; nor opponent-triggered stat boosts, such as the Attack boost from swagger. This Pokémon can still be passed negative stat modifiers through guard swap, heart swap, or power swap. This ability functions identically to clear body in battle. Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved."
74,Verdoppelt den attack im Kampf.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}",Solange sich ein Pokémon mit dieser Fähigkeit im Kampf befindet ist sein attack doppelt so hoch wie sonst. Dieser Bonus zählt nicht als stat modifier. Diese Fähigkeit ist identisch mit huge power.
74,Doubles Attack in battle.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}",This Pokémon's Attack is doubled in battle. This bonus does not count as a stat modifier. This ability functions identically to huge power.
75,Schützt vor kritischen Treffern.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}",Attacken können keinen kritischen Treffer landen. Diese Fähigkeit ist identisch mit battle armor.
75,Protects against critical hits.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}",Moves cannot score critical hits against this Pokémon. This ability functions identically to battle armor.
76,Entfernt alle Wettereffekte aber ändert nicht das weather selbst.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Während ein Pokémon mit dieser Fähigkeit im Kampf ist, kann das weather zwar geändert werden, hat aber keinen Effekt. Diese Fähigkeit ist identisch mit cloud nine."
76,"Negates all effects of weather, but does not prevent the weather itself.","{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","While this Pokémon is in battle, weather can still be in play, but will not have any of its effects. This ability functions identically to cloud nine."
77,Verdoppelt den evasion bei confusion.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Wenn ein Pokémon mit diese Fähigkeit verwirrt ist, ist sein evasion doppelt so hoch wie sonst."
77,Doubles evasion when confused.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","When this Pokémon is confused, it has twice its evasion."
78,Absorbiert electric Attacken und erhöht dabei die speed um 1 Stufe.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Wenn ein Pokémon mit dieser Fähigkeit von einer electric Attacke getroffen wird, erhöht sich seine speed um 1 Stufe, wobei andere Effekte der Attacke ignoriert werden. Die Fähigkeit wirkt nicht, wenn das Pokémon immun gegen electric Attacken ist. electric Attacken ignorieren den substitute des Pokémons. Der Effekt wird auch bei Attacken ausgelöst die keinen Schaden verursachen, wie z.B. thunder wave."
78,"Absorbs electric moves, raising Speed one stage.","{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","Whenever an electric-type move hits this Pokémon, its Speed rises one stage, negating any other effect on it. This ability will not take effect if this Pokémon is immune to Electric moves. Electric moves will ignore this Pokémon's substitute. This effect includes non-damaging moves, i.e. thunder wave."
79,Erhöht den verursachten Schaden gegen Pokémon vom gleichen Geschlecht um 25% aber senkt ihn auf 0.75% gegen das andere Geschlecht.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Ein Pokémon mit dieser Fähigkeit verurascht gegen Gegner vom gleichen Geschlecht 25% mehr Schaden und gegen Pokémon vom anderen Geschlecht 25% weniger Schaden. Wenn eins der Pokémon geschlechtslos ist, wird der Schaden nicht beeinflusst."
79,"Increases damage inflicted to 1.25× against Pokémon of the same gender, but decreases damage to 0.75× against the opposite gender.","{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","This Pokémon inflicts 1.25× as much regular damage against Pokémon of the same gender and 0.75× as much regular damage against Pokémon of the opposite gender. If either Pokémon is genderless, damage is unaffected."
80,Erhöht die speed um 1 Stufe wenn das Pokémon zurückschreckt.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Wenn ein Pokémon mit dieser Fähigkeit zurückschreckt, wird seine speed um 1 Stufe erhöht."
80,Raises Speed one stage upon flinching.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","Whenever this Pokémon flinches, its Speed rises one stage."
81,Erhöht den evasion um 25% während es hagelt. Kein Schaden durch hail.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Während es hagelt hat ein Pokémon mit dieser Fähigkeit einen um 25% erhöhten evasion und es nimmt keinen Schaden durch hail. Der Bonus zählt nicht als Statuswerte Änderung. Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen nur halb so viele wilde Pokémon auf wenn es schneit."
81,Increases evasion to 1.25× during hail.  Protects against hail damage.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","During hail, this Pokémon has 1.25× its evasion, and it does not take hail damage regardless of type. The evasion bonus does not count as a stat modifier. Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in snow."
82,"Lässt das Pokémon eine getragene Beere essen, wenn es weniger als die Hälfte seiner maximalen hp hat.","{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Pokémon mit dieser Fähigkeit essen eine getragene Beere, wenn sie weniger als die Hälfte ihrer maximalen hp haben, unabhängig von der Auslöseschwelle der Beere."
82,Makes the Pokémon eat any held Berry triggered by low HP below 1/2 its max HP.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold."
83,Erhöht den attack auf die höchste Stufe (6) wenn es einen kritischen Treffer erleidet.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Wenn ein Pokémon mit dieser Fähigkeit von einem kritischen Treffer getroffen wird, erhöht sich sein attack auf die höchste Stufe von 6. Die Fähigkeit löst auch aus, wenn der kritische Treffer vom substitute abgefangen wird."
83,Raises Attack to the maximum of six stages upon receiving a critical hit.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","Whenever this Pokémon receives a critical hit, its Attack rises to the maximum of 6 stages. This ability will still take effect if the critical hit is received by a substitute."
84,Verdoppelt die speed wenn das Pokémon ein getragenes Item benutzt oder verliert.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Wenn ein Pokémon mit dieser Fähigkeit ein getragenes Item benutzt oder verliert, wird seine speed verdoppelt. Wenn es ein neues Item erhält oder den Kampf verlässt, erlischt der Bonus. Das passiert auch, wenn das Item durch knock off fallengelassen wird. Der Bonus zählt nicht als Statuswert-Änderung. Es gibt keine Benachrichtigung wenn der Effekt eintritt."
84,Doubles Speed upon using or losing a held item.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","When this Pokémon uses or loses its held item, its Speed is doubled. If it gains another item or leaves battle, this bonus is lost. This includes when the Pokémon drops its item because of knock off. This bonus does not count as a stat modifier. There is no notification when this ability takes effect."
85,Halbiert den Schaden von fire Attacken und burn.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}",Pokémon mit dieser Fähigkeit erhalten nur halben Schaden von fire Attacken und Verbrennungen.
85,Halves damage from fire moves and burns.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}",This Pokémon takes half as much damage from fire-type moves and burns.
86,Verdoppelt die Statuswerte-Änderungen. Die Änderungen gehen nicht über -6 oder 6 Stufen hinaus.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Jede Stufe einer Statuswerte-Änderung agiert als 2 Stufen. Diese Doppelstufen sind trotzdem limitiert auf ein Minimum von -6 und ein Maximum von 6. Pokémon mit dieser Fähigkeit können trotzdem weniger als -3 oder mehr als 3 Stufen erhalten, aber die zusätzlichen Stufen haben nach der Verdoppelung keinen Effekt."
86,Doubles the Pokémon's stat modifiers.  These doubled modifiers are still capped at -6 or 6 stages.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","Each stage of this Pokémon's stat modifiers acts as two stages. These doubled stages are still limited to a minimum of -6 and a maximum of 6. This Pokémon can still accumulate less than -3 or more than 3 stages of stat modifiers, even though the extra ones have no effect after doubling."
87,"Erleidet 1/8 der max hp Schaden während starkem Sonnenlicht, aber heilt 1/8 der max hp während rain. Erhöht den erhaltenen Schaden durch fire Attacken um 25%, aber absorbiert water Attacken, und heilt dabei 1/4 der max hp.","{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Pokémon mit dieser Fähigkeit nehmen 1/8 ihrer maximalen hp Schaden nach jeder Runde mit starkem Sonnenlicht, aber sie heilen 1/8 ihrer maximalen hp nach jeder Runde in der es regnet. Sie nehmen außerdem 1,25× so viel Schaden von fire Attacken, absorbieren aber dafür water Attacken und heilen dabei 1/4 ihrer maximalen hp."
87,"Causes 1/8 max HP in damage each turn during strong sunlight, but heals for 1/8 max HP during rain.  Increases damage from fire moves to 1.25×, but absorbs water moves, healing for 1/4 max HP.","{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","This Pokémon takes 1/8 of its maximum HP in damage after each turn during strong sunlight, but it heals for 1/8 of its HP each turn during rain. This Pokémon takes 1.25× as much damage from fire-type moves, but whenever a water move hits it, it heals for 1/4 its maximum HP instead."
88,Erhöht den Angriffswert entsprechend des schwächeren Verteidigungswerts um 1 Stufe beim Betreten des Kampfs.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, wird sein attack oder special attack um 1 Stufe erhöht, je nachdem, welcher Verteidigungswert des Gegners niedriger ist. Bei Gleichstand wird der special attack erhöht. Die Fähigkeit löst auch aus, wenn sie während des Kampfes erlangt wird."
88,Raises the attack stat corresponding to the opponents' weaker defense one stage upon entering battle.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","When this Pokémon enters battle, its Attack or Special Attack, whichever corresponds to its opponents' weaker total defensive stat, rises one stage. In the event of a tie, Special Attack is raised. This ability also takes effect when acquired during a battle."
89,Verstärkt schlagbasierte Attacken um 20%.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Die schlagbasierten Attacken von Pokémon mit dieser Fähigkeit, haben 1,2× so viel Stärke. sucker punch ist nicht schlagbasiert, der Japanische Name bedeutet ""Überaschungsangriff""."
89,Strengthens punch-based moves to 1.2× their power.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","Moves flagged as being punch-based have 1.2× their base power for this Pokémon. sucker punch is not flagged as punch-based; its original, Japanese name only means ""surprise attack""."
90,Heilt jede Runde 1/8 der max hp wenn vergiftet.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Wenn ein Pokémon mit dieser Fähigkeit vergiftet ist, erhält es anstatt Schaden zu erleiden 1/8 seiner maximalen hp nach jeder Runde. Das gilt auch für schwere poison."
90,Heals for 1/8 max HP after each turn when poisoned in place of damage.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","If this Pokémon is poisoned, it will heal for 1/8 of its maximum HP after each turn rather than taking damage. This includes bad poison."
91,"Erhöht den STAB von 1,5× auf 2×.","{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Pokémon mit dieser Fähigkeit verursachen 2× so viel Schaden, wenn die Attacke dem Typ des Pokémon gleicht, anstatt dem üblichen STAB von 1,5×."
91,Increases the same-type attack bonus from 1.5× to 2×.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","This Pokémon inflicts twice as much damage with moves whose types match its own, rather than the usual same-type attack bonus of 1.5×."
92,Erweitert mehrfach treffende Attacken wie triple kick zu ihrer vollen Länge.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}",Mehrfach treffende Attacken wie icicle spear von Pokémon mit dieser Fähigkeit treffen immer mit der höchsten Anzahl (meistens 5x mal). Außerdem wird die Genauigkeit von triple kick zweiten und dritten Treffer nicht überprüft.
92,Extends two-to-five-hit moves and triple kick to their full length every time.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","This Pokémon always hits five times with two-to-five-hit moves, such as icicle spear. It also bypasses the accuracy checks on triple kick's second and third hits."
93,Heilt jede Runde eine major status ailment wenn es regnet.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}",Pokémon mit dieser Fähigkeit werden am Ende jeder Runde von major status ailment geheilt wenn es regnet.
93,Cures any major status ailment after each turn during rain.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}",This Pokémon is cured of any major status ailment after each turn during rain.
94,Erhöht den special attack um 50% aber zieht jede Runde 1/8 der max hp ab während starkem Sonnenlicht.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Während starkem Sonnenlicht, wird der special attack von Pokémon mit dieser Fähigkeit um 50% erhöht, dafür erleidet es 1/8 seiner maximalen hp Schaden am Ende der Runde."
94,Increases Special Attack to 1.5× but costs 1/8 max HP after each turn during strong sunlight.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","During strong sunlight, this Pokémon has 1.5× its Special Attack but takes 1/8 of its maximum HP in damage after each turn."
95,Erhöht die speed um 50% wenn das Pokémon an einer major status ailment leidet.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Wenn ein Pokémon mit dieser Fähigkeit unter einer major status ailment leidet, hat es 1,5× so viel speed wie sonst. Die speed des Pokémon wird nicht halbiert, wenn es paralysiert ist. Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen wilde Pokémon nur halb so oft auf."
95,Increases Speed to 1.5× with a major status ailment.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","Whenever this Pokémon has a major status ailment, it has 1.5× its Speed. This Pokémon is not affected by the usual Speed cut from paralysis. Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved."
96,Attacken des Pokémon werden alle zu normal Attacken.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Attacken von Pokémon mit dieser Fähigkeit agieren alle als normal Attacken. Attacken die typenlosen Schaden verursachen werden nicht beeinflusst. Attacken mit variablen Typ, so wie hidden power, werden beeinflusst. Sie funktionieren sonst wie üblich, aber z.B. weather ball wird immer vom Typ normal sein, aber es sieht trotzdem anders aus und hat doppelte Stärke bei Wettereffekten. So wie thunder wave durch Immunitäten verhindert wird, anders als die meisten Attacken ohne Schaden, werden ghost Pokémon nicht beeinflusst vom Effekt dieser Fähigkeit."
96,Makes the Pokémon's moves all act normal-type.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","This Pokémon's moves all act as if they were normal-type. Moves that inflict typeless damage do so as usual. Moves of variable type, such as hidden power, are affected. They otherwise work as usual, however; weather ball, for example, is always forced to be Normal, but it still has doubled power and looks different during weather. As thunder wave is prevented by immunities, unlike most non-damaging moves, it does not affect ghost-type Pokémon under the effect of this ability."
97,"Verstärkt kritische Treffer, so dass sie 3× so viel Schaden verursachen anstatt 2×.","{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}",Pokémon mit dieser Fähigkeit verursachen bei kritischen Treffern 3× so viel Schaden anstatt 2× wie sonst.
97,Strengthens critical hits to inflict 3× damage rather than 2×.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","This Pokémon inflicts triple damage with critical hits, rather than the usual double damage."
98,Schützt vor jeglichem Schaden der nicht direkt von Attacken verursacht wird.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Pokémon mit dieser Fähigkeit sind immun gegen alle Schäden die nicht direkt von Attacken verursacht werden. Zum Beispiel nimmt ein Pokémon mit dieser Fähigkeit keinen Schaden durch Wettereffekte, Rückstoß, status ailments oder spikes, aber es leidet trotzdem unter dem Angriffsverlust durch burn. Ein life orb verstärkt die Attacken des Pokémons ohne ihm zu schaden. Alles was direkt von solchem Schaden abhängt hat ebenfalls keinen Effekt. leech seed z.B. wird weder das Pokémon mit dieser Fähigkeit verletzen, noch wird der Gegner geheilt und Gegner die eine jaboca berry oder eine rowap berry tragen werden diese nicht verbrauchen wenn sie von diesem Pokémon getroffen werden. Die folgenden Attacken sind nicht betroffen: struggle, pain split (egal ob von dem oder gegen das Pokémon benutzt), belly drum, substitute, curse, Attacken die den Anwender ausknocken sowie Schaden durch confusion. Pokémon mit dieser Fähigkeit werden durhc weder hp verlieren noch dazugewinnen wenn sie hp von einem Pokémon mit liquid ooze absaugen. Wenn das Pokémon schwer vergiftet wurde, wird der Vergiftungstimer trotzdem jede Runde erhöht. Verliert das Pokémon die Fähigkeit wird es so viel Schaden verlieren wie es ohne die Fähigkeit verlieren würde."
98,Protects against damage not directly caused by a move.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","This Pokémon is immune to damage not directly caused by a move. For example, this Pokémon takes no damage from from weather, recoil, status ailments, or spikes, but it still suffers from the Attack cut when burned, and a life orb will still power up this Pokémon's moves without damaging it. Anything that directly depends on such damage will also not happen; for example, leech seed will neither hurt this Pokémon nor heal the opponent, and Pokémon with a jaboca berry or rowap berry will not consume the berry when hit by this Pokémon. The following are unaffected: struggle, pain split (whether used by or against this Pokémon), belly drum, substitute, curse, moves that knock the user out, and damage from confusion. This Pokémon will neither lose nor regain HP if it drains HP from a Pokémon with liquid ooze. If this Pokémon is badly poisoned, the poison counter is still increased each turn; if the Pokémon loses this ability, it will begin taking as much damage as it would be if it had been taking increasing damage each turn."
99,Stellt sicher das Attacken die von dem oder gegen das Pokémon eingesetzt werden treffen.,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Attacken die gegen ein oder von einem Pokémon mit dieser Fähigkeit eingesetzt werden treffen immer. K.O.-Attacken sind davon nicht betroffen. Attacken die von der Fähigkeit beeinflusst werden können auch in Vorbereitungsrunden von dig oder fly treffen. Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, ist die Wahrscheinlichkeit einem wilden Pokémon zu begegnen doppelt so hoch wie normal."
99,Ensures all moves used by and against the Pokémon hit.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","Moves used by or against this Pokémon never miss. One-hit KO moves are unaffected. Moves affected by this ability can hit Pokémon during the preparation turn of moves like dig or fly. Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled."
100,Lässt das Pokémon als letztes angreifen innerhalb des Prioritätsspielraums der Attacken,"{'name': 'de', 'url': 'https://pokeapi.co/api/v2/language/6/'}","Attacken dieses Pokémon kommen zu letzt ohne dabei die Prioritäten der Attacken zu umgehen. Mehrere Pokémon mit dieser Fähigkeit greifen in Reihenfolge ihrer speed an. full incense und lagging tail erhalten den Vortritt zur Fähigkeit, was bedeutet, dass Pokémon mit diesen Items nach Pokémon mit dieser Fähigkeit agieren. Pokémon mit dieser Fähigkeit und eines der Items werden nur so viel verzögert, als hätten sie nur das Item. Diese Fähigkeit funktioniert normal während trick room, Pokémon mit dieser Fähigkeit greifen in umgekehrter Reihenfolge der speed nach den Pokémon ohne die Fähigkeit an."
100,Makes the Pokémon move last within its move's priority bracket.,"{'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}","This Pokémon moves last within its priority bracket. Multiple Pokémon with this ability move in order of Speed amongst themselves. The full incense and lagging tail take precedence over this ability; that is, Pokémon with these items move after Pokémon with this ability. Pokémon with both this ability and one of these items are delayed as much as if they had only the item. This ability works as usual during trick room: Pokémon with this ability will move in reverse order of Speed after Pokémon without it."
